        f_mass4l     f_D_bkg_kin         f_pfmet         target
      4.6777e-01     -9.3167e-02      2.5114e+00               1
     -1.1087e+00     -1.4185e+00     -4.7222e-01               0
     -6.8144e-01     -1.3262e+00     -5.8974e-01               0
      2.2765e+00     -7.9502e-01     -6.6510e-01               0
     -1.2076e+00     -5.0252e-01     -5.8760e-01               0
     -1.2411e+00     -1.5109e+00     -5.3818e-01               0
     -1.2930e+00      7.2873e-01     -6.7731e-01               0
      4.2780e-01      9.4120e-01      3.9976e+00               1
     -1.6288e+00     -1.5451e+00     -6.3297e-01               0
      2.5792e-01      7.1492e-01     -5.7363e-01               0
      1.3921e+00     -4.5118e-01     -6.0156e-01               0
     -8.9030e-01     -8.2087e-01     -5.6749e-01               0
      1.0824e+00     -7.2491e-01     -5.7709e-01               0
      3.7783e-01     -1.4289e+00      5.8453e-01               1
      4.2780e-01      1.8155e+00     -1.5320e-01               1
      4.7277e-01      7.4007e-03     -5.7776e-01               0
      5.5771e-01     -8.3291e-01     -2.6109e-01               1
      6.0768e-01     -1.9512e-02     -6.4495e-01               0
      2.9789e-01      1.2815e-01      1.9068e-01               1
     -9.9023e-01     -7.2420e-01     -6.4487e-01               0
      6.3049e-02      1.1034e+00     -5.3762e-01               1
      1.5770e+00      1.4837e+00     -6.0917e-01               0
     -1.2126e+00     -1.3714e+00     -6.5141e-01               0
     -1.1866e+00     -2.0755e-01      2.4261e+00               1
      5.1274e-01      3.3389e-01      8.5966e-02               1
      2.1616e+00      4.7660e-01     -6.3357e-01               0
      6.0768e-01     -7.2030e-01     -6.7975e-01               0
     -9.2927e-01     -7.1216e-01     -6.8576e-01               0
      1.8796e-01      1.6866e+00      6.4945e-02               1
      5.0775e-01      1.4015e+00     -4.7563e-01               1
      1.8019e+00     -2.4115e-02     -6.1980e-01               0
      4.8776e-01      6.4693e-01     -1.4170e-01               1
      4.1781e-01      2.6342e-01     -6.6219e-01               0
      2.3076e-02     -1.3214e+00     -5.5590e-01               0
     -1.2581e+00     -1.6370e+00     -6.6618e-01               0
      3.8283e-01      7.1244e-01     -3.4553e-01               1
      1.6320e+00     -1.6115e+00     -5.8454e-01               0
      5.6770e-01     -7.6350e-01      1.3254e+00               1
      2.9789e-01      4.8475e-01      2.2996e+00               1
      4.5278e-01     -3.4494e-01     -3.2479e-01               1
      4.7277e-01      1.6958e-01      2.3809e+00               1
      1.2672e+00     -1.4743e+00     -6.5078e-01               0
      4.0781e-01      6.7260e-04      2.3827e-01               1
      3.6784e-01     -4.4657e-01     -5.3377e-01               0
      4.4779e-01     -4.8871e-01      2.1315e-02               1
      4.2280e-01     -1.1367e-02      1.3762e+00               1
      2.4792e-01      3.7462e-01     -5.8347e-01               0
     -1.2086e+00     -8.9877e-01     -6.1675e-01               0
      4.2280e-01     -1.9126e-01      1.9862e+00               1
     -1.5049e+00      1.3665e-01     -6.6402e-01               0
     -1.8678e-01     -1.2787e-01     -4.9682e-02               1
     -1.2930e+00     -3.6017e-01     -6.4233e-01               0
      4.2280e-01     -1.0649e+00      9.4864e-01               1
     -7.1642e-01      1.2497e-01     -6.8204e-01               0
     -1.4854e+00     -7.1995e-01     -6.3920e-01               0
      3.8783e-01      1.1544e+00     -3.7337e-01               1
     -1.3120e+00     -4.2816e-01     -5.8712e-01               0
      2.4792e-01      7.1527e-01      7.4358e-01               1
      4.3280e-01     -2.3092e-01     -3.0154e-01               1
     -1.3730e+00      1.4851e+00     -5.4349e-01               0
     -1.7882e+00     -2.5748e-01     -4.5302e-01               1
      4.8276e-01     -1.0857e+00     -4.6262e-01               1
     -6.9034e-03     -1.7780e-01     -6.0667e-01               0
      1.6720e+00     -1.5902e+00     -5.2989e-01               0
      4.3062e-02      4.2880e-01      6.4548e-02               1
     -1.3565e+00      1.2249e-01     -6.9224e-01               0
      5.6271e-01      7.3620e-02      1.9450e+00               1
     -1.3410e+00      1.3495e+00     -6.1484e-01               0
      4.1781e-01      1.8732e-02     -3.2633e-01               1
      2.7291e-01      1.2486e+00     -5.6300e-01               1
      4.4279e-01      1.5180e+00     -1.6788e-01               1
     -1.2925e+00     -1.3767e+00     -6.2750e-01               0
     -1.4314e+00      1.9650e-01     -6.0382e-01               0
     -1.4634e+00      4.9254e-01     -6.1905e-01               0
      1.1301e-01      1.2571e+00      1.0778e-01               1
     -3.6883e-02     -4.0195e-01     -6.0497e-01               0
      1.2223e+00     -1.6316e+00     -6.6155e-01               0
      2.9789e-01      7.1811e-01     -4.2081e-01               1
      3.6284e-01     -3.6088e-01      1.7225e+00               1
      3.6784e-01      3.9232e-01     -4.8475e-01               1
      4.5278e-01      1.0874e+00     -4.0574e-01               1
      1.6670e+00     -7.1605e-01     -6.8130e-01               0
      2.8290e-01      1.7241e+00     -2.5395e-01               1
      7.1261e-01     -1.5157e+00     -6.8610e-01               0
     -8.6682e-01     -1.0475e+00     -6.0231e-01               0
     -6.9034e-03     -7.5040e-01      2.3856e+00               1
      4.2780e-01      8.1513e-01     -2.5791e-01               1
     -1.2925e+00     -2.4579e-01     -5.9263e-01               0
     -1.8027e+00     -1.4179e+00     -6.0683e-01               0
     -1.1606e+00     -1.1785e+00     -5.6550e-01               0
     -1.0947e+00     -6.3956e-01     -6.0108e-01               0
     -1.1361e+00     -1.5063e+00     -5.5769e-01               0
     -1.2845e+00      9.2703e-01     -5.8724e-01               0
     -1.1951e+00     -6.0235e-02     -5.5594e-01               0
      4.4279e-01      1.1466e+00     -5.9644e-01               0
      4.2280e-01      5.4494e-01     -2.1111e-01               1
      3.1788e-01     -2.8510e-01     -6.0527e-03               1
      1.0724e+00     -1.5676e+00     -6.3392e-01               0
     -1.3130e+00     -4.3595e-01     -6.0080e-01               0
      5.5272e-01      2.4041e-01     -4.6932e-01               1
      4.9276e-01      7.6272e-01     -3.8535e-01               1
      3.6784e-01      1.1041e+00      2.5205e+00               1
      3.4785e-01      7.8999e-01     -9.2519e-02               1
      3.8283e-01      6.9509e-01     -5.2334e-01               1
     -1.2820e+00     -7.0858e-02     -6.7215e-01               0
      1.0324e+00      9.9006e-01     -6.9615e-01               0
      4.5278e-01      1.2248e+00      1.0609e+00               1
      4.2280e-01      3.9834e-01     -2.9163e-01               1
      3.9282e-01      1.0184e+00     -6.2068e-01               1
      4.8776e-01     -4.1612e-01      1.6582e+00               1
     -1.2880e+00     -1.5127e+00     -6.6778e-01               0
      4.0781e-01     -8.8319e-01      2.2505e-02               1
     -1.2840e+00     -3.0843e-02     -4.5960e-01               0
      3.5285e-01     -9.0338e-01     -6.7487e-01               0
      4.6777e-01      4.5712e-01     -2.9520e-01               1
      4.2280e-01      4.7625e-01     -4.4005e-01               1
      6.0768e-01     -6.5444e-01      2.3813e+00               1
      1.4871e+00      1.0658e+00     -6.1139e-01               0
      1.9917e+00     -8.9382e-01     -5.6178e-01               0
      4.7277e-01      7.7760e-01     -5.3925e-01               1
      4.1781e-01      2.2518e-01     -3.2328e-01               1
      4.2280e-01      1.5028e+00     -1.0243e-01               1
      2.3965e+00     -1.6392e+00     -5.4444e-01               0
      5.0775e-01      3.2504e-01     -5.6887e-01               1
      4.7777e-01     -1.3614e+00     -3.4743e-01               1
      5.8269e-01     -1.1063e+00     -4.8507e-01               1
      4.5278e-01     -2.9289e-01      2.6161e+00               1
      4.6777e-01      1.2971e+00     -1.3589e-02               1
      3.5285e-01      1.5223e+00     -2.6942e-01               1
     -1.2296e+00      1.0889e+00     -6.2988e-01               0
      2.6291e-01     -2.1711e-01      3.3347e-01               1
      4.7777e-01      1.9119e-01      2.3115e+00               1
      2.4015e+00     -3.9310e-01     -6.4082e-01               0
      4.0282e-01      6.8446e-01     -4.9895e-01               1
      4.2780e-01      1.7915e-01     -2.0992e-01               1
     -1.5324e+00     -1.5967e+00     -6.6815e-01               0
      1.0174e+00     -8.7469e-01     -5.8664e-01               0
      4.6278e-01     -1.5939e-01      1.4421e+00               1
      2.4792e-01     -7.4720e-03     -5.4317e-01               0
      4.6278e-01      6.9686e-01     -6.6298e-01               0
     -3.7665e-01      1.1009e+00     -5.1557e-01               0
      3.9282e-01      1.2677e+00     -5.8805e-02               1
      4.2780e-01      8.9375e-01      9.3105e-02               1
      1.3083e-02      1.5219e+00     -4.6016e-01               0
      4.0282e-01     -8.5805e-01     -6.4824e-01               0
     -1.2920e+00      8.6825e-01      2.5030e+00               1
     -3.1886e-02     -1.3249e+00     -5.3488e-01               0
     -1.5314e+00      1.0032e+00      2.4562e+00               1
      3.0788e-01      1.4589e+00      2.5867e+00               1
     -1.4764e+00     -4.0939e-01     -6.1782e-01               0
      1.9796e-01      1.6303e+00     -1.7026e-01               1
      4.5278e-01     -4.5826e-01     -5.3131e-01               0
     -1.2880e+00     -1.5127e+00     -6.6778e-01               0
      5.4272e-01     -7.0543e-01     -5.6955e-01               1
      4.2780e-01     -4.3347e-01      1.7387e+00               1
     -1.3250e+00     -1.1817e+00     -6.1187e-01               0
      1.6798e-01      1.0248e+00      1.0262e-01               1
     -3.6883e-02      1.2064e+00     -4.4731e-01               0
      1.5299e-01      4.5535e-01     -2.2063e-01               1
      4.6278e-01      1.0297e+00      1.5934e-01               1
     -4.2662e-01      1.3120e+00     -6.2984e-01               0
      1.4271e+00     -3.1272e-01     -6.0287e-01               0
      3.7783e-01      1.2294e+00      2.0059e-01               1
      3.7284e-01     -7.6102e-01     -5.4908e-01               0
      1.5720e+00      6.3878e-01     -5.7534e-01               0
     -1.1951e+00     -4.7596e-01     -6.1857e-01               0
      1.9118e+00      3.9091e-01     -5.9593e-01               0
     -1.3810e+00      1.7801e+00     -6.5985e-01               0
     -1.2336e+00     -1.6172e+00     -6.1580e-01               0
      3.1788e-01      2.9423e-01      6.6465e-01               1
     -1.5184e+00      2.7405e-01     -5.0970e-01               0
      4.6777e-01      1.5082e-01      1.8036e-01               1
      3.2287e-01     -1.8772e-01     -5.8054e-01               0
      2.0867e+00      1.1331e+00     -6.1397e-01               0
      4.0282e-01      4.0967e-01      8.8359e-01               1
     -1.2745e+00      7.3758e-01     -6.6721e-01               0
      5.0775e-01     -1.3846e-02     -3.5323e-01               1
     -1.2406e+00      2.1919e-02     -6.0279e-01               0
      4.4779e-01      1.2702e+00     -2.7868e-02               1
      7.2260e-01      9.0260e-01     -6.0854e-01               0
     -1.7179e-01      1.2390e-01     -6.8875e-01               0
     -1.5818e+00     -7.0826e-01     -6.5768e-01               0
      7.6757e-01     -2.1215e-01      2.3748e-01               1
      4.1781e-01      2.2695e-01     -2.9678e-01               1
     -1.1022e+00     -1.1226e+00     -5.1830e-01               0
      7.2260e-01     -8.1804e-01     -6.5217e-01               0
      1.0774e+00      6.8482e-01     -5.9335e-01               0
      6.3766e-01      9.0508e-01     -5.2140e-01               0
      4.0781e-01      1.4798e-01     -2.9956e-01               1
     -1.7267e+00      7.6697e-01      2.1104e+00               1
      3.5785e-01      7.2873e-01      7.3670e-02               1
      4.2280e-01      1.6321e+00      1.8871e+00               1
      7.0261e-01     -4.6853e-01     -5.9604e-01               0
      5.1774e-01     -1.7320e-01      2.5352e+00               1
     -8.1136e-01     -4.8411e-01     -6.5828e-01               0
      4.3779e-01     -1.6009e-01     -1.3892e-01               1
      2.6263e+00     -1.2508e+00     -5.9497e-01               0
     -1.3350e+00     -3.0599e-01     -6.4233e-01               0
      4.8776e-01     -1.2455e+00     -6.1774e-01               1
      4.7777e-01      3.6470e-01     -7.1894e-02               1
     -1.3315e+00     -6.4240e-01     -6.2131e-01               0
      6.3766e-01      7.7869e-02     -6.6753e-01               0
      5.7770e-01     -1.3335e+00      1.3580e+00               1
      5.5771e-01     -4.1576e-01      7.9951e-01               1
