        f_mass4l     f_D_bkg_kin         target
      3.8684e-01      3.3185e-01               1
     -2.8054e-02     -1.2015e-01               0
     -9.6328e-01     -1.4654e+00               0
     -1.0615e-01     -1.2969e+00               1
      3.8196e-01      1.6577e+00               1
      4.2589e-01     -4.9285e-01               1
      5.0887e-01      3.9783e-01               0
      3.2827e-01      4.3257e-01               1
      6.9569e-02     -4.0161e-01               0
     -1.7111e+00     -1.3866e+00               0
      3.6732e-01      1.0758e+00               1
      4.2101e-01      1.1201e+00               1
     -1.3216e+00      1.2415e+00               0
      5.4304e-01      6.8700e-01               1
      3.2339e-01     -1.2733e+00               1
     -1.3948e+00      1.3884e-01               0
      3.1363e-01     -7.2778e-02               1
      2.7946e-01      1.2190e+00               1
      6.6507e-01     -9.2836e-01               1
     -1.6125e+00     -1.3565e+00               0
      3.4779e-01      1.2587e+00               1
      4.8935e-01     -1.5796e+00               0
      7.1388e-01     -4.9496e-01               1
      1.6364e+00     -1.3413e+00               0
     -1.4011e+00      4.8627e-01               0
      3.9661e-01      2.3640e-01               1
      3.1363e-01      1.7461e+00               1
      4.1125e-01      1.9167e-02               1
      4.9911e-01     -3.2510e-01               1
      1.0360e+00     -4.8478e-01               0
      4.1613e-01      3.6238e-01               1
      4.2589e-01      1.7977e+00               1
      3.6732e-01     -2.3947e-01               1
      3.5268e-01      5.6803e-01               1
     -1.4114e+00      3.8344e-01               0
      2.2319e+00     -1.6273e+00               0
     -1.3352e+00     -1.5547e+00               0
      2.5993e-01     -4.5249e-01               1
      1.2313e+00     -7.5184e-01               0
     -1.3196e+00      7.1402e-01               0
     -1.2723e+00     -1.3027e+00               0
      8.0662e-01     -8.3993e-01               0
      2.5017e-01      8.6809e-01               1
     -1.1512e+00     -3.5634e-01               0
     -3.0628e-01      1.7393e-01               0
      6.1626e-01     -1.2425e+00               0
      4.0637e-01     -7.7325e-01               1
      2.8434e-01      4.9434e-01               1
     -1.4216e+00     -1.2797e+00               0
     -1.3011e+00     -1.1530e+00               0
      3.8196e-01      9.1792e-01               1
      1.9195e+00     -9.5644e-01               0
      2.7946e-01      5.9365e-01               1
      7.9198e-01     -1.6347e+00               0
      4.4054e-01      4.1994e-01               1
      7.2364e-01     -4.7636e-01               0
     -1.2274e+00     -1.1302e+00               0
      3.4291e-01      1.0818e+00               1
     -1.3508e+00      1.6401e+00               0
      3.5268e-01      1.2689e+00               1
     -1.2298e+00      7.7614e-01               0
     -1.7330e+00     -1.6858e-01               0
     -1.0111e+00     -1.5783e+00               0
      2.3930e+00      4.5433e-01               0
     -1.3635e+00      1.1660e+00               0
      5.0045e-02      1.4068e+00               1
      3.6732e-01      4.6416e-01               1
     -1.1063e+00     -1.1158e+00               0
      2.7946e-01      4.2520e-01               1
     -1.2884e+00     -4.6407e-01               0
      2.8922e-01     -2.5562e-01               1
     -1.2649e+00     -8.2058e-03               0
     -1.3967e+00     -3.8617e-01               0
      3.4779e-01      5.1294e-01               1
      4.0637e-01      8.2703e-01               1
      3.4779e-01      1.2866e-01               0
     -2.9652e-01     -6.5218e-01               0
      4.4542e-01     -4.5004e-01               1
      3.1363e-01      2.3429e-01               1
      3.7220e-01      9.6986e-01               1
     -9.3399e-01     -1.0389e+00               0
      5.3328e-01      3.3431e-01               1
      5.0887e-01      1.3980e+00               1
      1.1874e+00      6.1997e-01               0
     -1.3362e+00     -1.4429e+00               0
     -1.2630e+00     -7.6097e-01               0
      3.7220e-01     -7.6483e-01               1
      3.2827e-01      1.6117e+00               1
     -8.1746e-02      1.1392e-01               1
     -1.4475e+00     -1.5722e+00               0
      1.1141e+00      1.1769e+00               0
      3.8684e-01      1.3064e+00               1
      4.9423e-01      3.7818e-01               1
     -1.2117e+00     -4.7495e-01               0
      6.9569e-02     -2.0929e-01               0
      4.1613e-01      1.0109e+00               0
     -8.5289e-03      1.5959e+00               1
     -1.6603e+00      7.7579e-01               1
      3.7220e-01      5.8663e-01               1
     -1.1878e+00     -1.4931e+00               0
     -1.4172e+00     -1.0963e-01               0
      3.5268e-01      4.4345e-01               1
     -1.3137e+00     -4.3424e-01               0
     -2.3172e-02      1.0116e+00               0
      2.3553e-01     -5.4339e-01               1
      3.5268e-01      5.2522e-01               1
     -1.2220e+00     -1.1470e+00               0
     -4.7224e-01     -1.0568e+00               0
      2.9410e-01      8.4914e-01               1
      3.9661e-01      6.3998e-01               1
      3.9661e-01     -1.0892e-01               1
     -1.2581e+00     -5.1917e-01               0
     -1.2439e+00     -1.5626e+00               0
      3.5401e-02      4.6345e-01               0
      1.8170e+00      7.6245e-01               1
      3.3803e-01     -4.7355e-01               1
      2.6482e-01      7.3438e-01               1
      4.0637e-01      1.5457e+00               1
      2.9410e-01      3.2940e-01               1
      3.1851e-01      4.8646e-02               1
     -1.4821e+00     -1.8473e-01               0
     -6.7237e-01     -1.0998e-01               1
     -9.5498e-01      9.0072e-01               0
      2.1112e-01      5.8593e-01               1
     -1.5432e+00     -1.5060e+00               0
     -1.2649e+00      4.9258e-01               0
     -4.7578e-02     -1.1635e+00               0
     -1.1986e+00     -5.0162e-01               0
     -1.3611e+00      1.5264e+00               0
     -1.3689e+00      1.8762e-01               0
     -1.1146e+00      1.4822e+00               0
      4.1613e-01      1.5921e+00               1
     -1.7648e+00      9.1195e-01               0
     -1.8913e-01     -6.4867e-01               0
      3.4779e-01      1.3190e+00               1
      3.7220e-01     -1.7911e-01               1
     -1.2303e+00      2.7500e-01               0
     -4.1366e-01     -9.8748e-02               0
      2.6970e-01      1.7282e+00               1
      1.6120e+00     -2.9317e-01               0
      5.0399e-01      8.3826e-01               1
      3.4291e-01      1.5394e+00               1
      1.5925e+00     -4.7565e-01               0
      1.8805e+00     -1.6343e+00               0
     -1.3762e+00     -9.8662e-01               0
     -1.2596e+00      7.5333e-01               1
      6.2114e-01      3.4729e-01               1
      1.7695e-01     -5.9497e-01               1
      1.8024e+00     -1.3973e+00               0
     -1.8291e-02     -6.8201e-01               0
     -1.3377e+00      5.7154e-01               0
     -1.2649e+00     -1.4642e+00               0
     -1.3914e+00     -9.4381e-01               0
     -1.2762e+00      4.4084e-02               0
      2.0758e-02      1.5563e+00               1
     -2.0025e+00     -1.2053e+00               0
     -2.5259e-01     -8.0624e-01               0
      4.0637e-01      1.0411e+00               1
      2.1600e-01      4.2134e-01               1
     -4.2343e-01      1.0137e+00               1
      5.6257e-01     -6.2480e-01               1
      1.9781e+00     -1.2873e+00               0
      7.9332e-02      3.0869e-01               1
      4.2589e-01     -2.3491e-01               1
     -1.1639e+00     -1.0189e+00               0
     -1.3401e+00      1.1603e-01               0
      2.2089e-01     -1.0663e+00               0
     -1.3606e+00      1.1766e+00               0
     -1.2991e+00     -6.6551e-01               0
      2.5993e-01      6.5261e-01               1
      1.1838e-01      2.1218e-01               1
      2.7458e-01      2.9536e-01               1
      4.0149e-01     -2.5737e-01               1
      5.5280e-01     -5.1391e-01               0
      3.4779e-01     -3.0685e-01               1
     -1.3499e+00     -6.4867e-01               0
     -1.1927e+00      9.2704e-01               0
      3.2339e-01      5.2522e-01               1
      3.8684e-01     -6.3217e-01               1
      4.6982e-01      1.0958e+00               1
      2.8922e-01     -1.3946e-01               1
      8.6520e-01      4.1432e-01               0
      2.5017e-01      7.3894e-01               1
      1.2459e+00      2.6939e-01               0
     -1.3626e+00      1.7567e+00               0
     -1.0127e-01     -8.3221e-01               1
      2.9898e-01      7.6721e-02               1
      3.0875e-01      1.4457e+00               1
     -2.1133e+00     -3.8266e-01               0
     -1.3865e+00     -1.3114e+00               0
     -1.2815e+00     -5.6199e-01               0
     -1.3367e+00      2.3815e-01               0
      3.9173e-01     -3.1843e-01               1
      3.5268e-01      1.4464e+00               1
     -1.2815e+00     -5.2338e-01               0
      3.7220e-01      1.2250e+00               1
     -1.2654e+00      3.2659e-01               0
      2.5505e-01      1.1513e+00               1
      3.4779e-01      6.9542e-01               1
     -1.2942e+00     -4.7862e-02               0
      8.9094e-02      1.7524e+00               1
     -1.2718e+00      1.5358e-01               0
      4.1125e-01      6.1576e-01               1
      1.6999e+00     -1.5433e+00               0
      1.2655e+00      1.2138e+00               0
      2.7458e-01      8.5335e-01               1
      3.3315e-01     -1.2597e+00               1
      6.8459e-01     -1.2039e+00               0
     -1.3723e+00     -1.1979e+00               0
      1.9830e+00     -1.5998e+00               0
     -6.2843e-01     -1.2361e+00               0
      4.7959e-01      1.4026e+00               0
     -1.2727e+00     -1.2978e+00               0
     -1.4206e+00     -7.4447e-01               0
