        f_mass4l     f_D_bkg_kin          f_pt4l         target
      3.7245e-01     -4.0155e-01      2.7790e+00               1
     -1.4004e+00      1.4577e+00     -7.1475e-01               0
      3.8230e-01      8.5750e-01      7.6537e-01               1
     -1.1900e+00     -6.6297e-01     -6.7727e-01               0
     -1.3092e+00     -1.6054e+00     -6.2784e-01               0
      2.2059e+00      9.0484e-01     -6.6583e-01               0
     -1.2570e+00     -1.4350e+00     -6.7579e-01               0
      1.3631e+00      2.8874e-01     -7.0335e-01               0
     -1.0554e+00     -1.6468e+00     -6.5151e-01               0
      2.6894e-01     -4.3617e-01      1.3435e-01               1
      4.2173e-01      1.2673e+00      2.9400e+00               1
      1.1660e+00     -4.1498e-01     -6.9181e-01               0
      4.2666e-01      6.7451e-01      1.8919e-01               1
      4.0202e-01      9.0198e-02     -2.5514e-01               1
      1.4371e+00     -5.0435e-01     -3.6755e-01               0
      4.4638e-01     -7.6895e-01      6.8415e-03               1
     -1.3704e+00      1.0362e-01      1.1607e-01               0
      4.4145e-01     -1.5709e-01      2.6671e+00               1
      3.9216e-01      1.1263e+00      2.2357e-01               1
     -1.3728e+00      1.7251e+00     -7.2952e-01               0
     -1.1387e+00     -1.2067e+00     -5.2374e-01               0
     -1.2585e+00      1.5659e-02     -6.9677e-01               0
     -1.1974e+00      7.0453e-01     -7.0938e-01               0
     -1.3669e+00      1.5163e+00     -7.0895e-01               0
      2.8866e-01      6.0173e-01     -6.5400e-02               1
      4.4145e-01      2.0958e-02      2.6860e-02               1
      4.2666e-01     -1.3459e+00      2.0004e+00               1
      3.4287e-01      5.7672e-03     -4.2526e-01               1
      3.6259e-01      1.5842e+00     -2.6428e-01               1
      1.1167e+00     -1.1989e+00     -6.7540e-01               0
      2.1473e-01      1.1931e+00     -3.4066e-02               1
     -1.1200e+00     -6.0009e-01     -6.9144e-01               0
      3.7738e-01      6.0279e-01      2.8952e+00               1
      4.6609e-01     -7.0539e-02      2.6306e+00               1
      3.7738e-01      3.3713e-01      2.8338e+00               1
      3.3302e-01      8.6739e-01     -3.8613e-01               1
     -1.3659e+00     -1.4091e+00     -6.2344e-01               0
      4.6116e-01      8.3701e-01      2.8362e-01               1
      3.1823e-01      1.7336e+00     -2.4600e-01               1
      3.9709e-01      1.5813e+00      2.6671e+00               1
      3.6752e-01      1.2016e+00      1.3653e-01               1
      3.6752e-01      1.3976e+00      2.0244e+00               1
     -1.1377e+00     -1.2399e+00     -6.4498e-01               0
     -1.4029e+00     -3.7082e-01     -6.8559e-01               0
      3.2316e-01     -7.5977e-01     -4.1533e-01               1
      8.3575e-01     -2.8957e-01     -6.3432e-01               0
     -1.3980e+00      4.7703e-01      1.1118e+00               1
      1.8515e-01      9.7867e-01      1.8483e-01               1
      1.8708e+00      1.9512e-01     -7.2135e-01               0
      5.5974e-01      1.6630e+00      8.9092e-02               1
      4.2666e-01     -1.1201e+00     -2.3622e-02               1
     -1.1057e+00     -1.3130e+00     -3.8539e-01               0
     -1.1397e+00     -1.5051e+00      8.9593e-01               1
      2.5908e-01     -3.1218e-01     -5.9598e-01               0
     -2.1855e-02      1.3931e+00     -1.0848e-01               1
      9.6435e-02      1.3012e-01     -5.6095e-01               0
     -8.2032e-01     -6.2440e-03      1.4869e+00               1
      3.7738e-01     -4.0085e-01      2.9200e+00               1
      4.5624e-01      1.4542e+00     -8.9770e-02               1
     -1.4197e+00     -7.6189e-01     -7.1329e-01               0
     -9.8050e-01     -1.4913e+00      1.6962e+00               1
      3.1823e-01      1.2602e+00      2.6080e+00               1
     -1.2378e+00     -2.3622e-01      2.0007e-01               1
     -1.4660e+00     -1.1653e+00     -6.5312e-01               0
     -1.1747e+00     -1.5573e+00     -6.8837e-01               0
      1.7131e+00      1.4347e+00     -4.6608e-01               0
     -1.6134e+00      6.5823e-02     -6.0168e-01               0
      7.3718e-01      9.2533e-01      1.7656e-01               1
      3.4287e-01      2.6083e-01     -6.8446e-02               1
      4.1188e-01      7.5752e-01     -6.9147e-01               0
      1.5849e+00     -4.9411e-01     -7.0886e-01               0
      2.2552e+00      1.1705e-01     -5.5207e-01               0
     -1.2950e+00     -1.5223e+00     -5.6722e-01               0
      4.4638e-01      1.5418e+00      1.9136e-01               1
     -9.3516e-01     -1.0102e+00      1.9487e+00               1
      2.0980e-01     -9.1662e-01      9.6925e-02               1
      3.2316e-01      4.7806e-02     -6.1748e-01               1
      3.5766e-01      4.9504e-01      6.2981e-02               1
      4.5624e-01      1.6728e+00     -7.0816e-01               0
      1.2646e-02      4.3499e-01     -7.0293e-01               0
      3.5273e-01      1.3553e+00      9.9101e-02               1
     -1.1959e+00      6.7062e-01     -6.4481e-01               0
      7.6720e-02      1.1005e+00      2.7333e+00               1
      3.5273e-01     -8.7741e-01      8.3870e-02               1
      1.5603e+00     -1.6646e+00     -4.1477e-01               0
     -1.1284e+00     -6.4919e-01     -5.5694e-01               0
      1.1068e+00      6.7274e-01     -6.1848e-01               0
      5.0059e-01      1.1931e+00     -2.3208e-01               1
     -6.2316e-01      1.0871e+00     -6.3014e-01               0
     -1.2812e+00     -1.1445e+00     -5.5629e-01               0
     -1.7839e+00     -1.4728e+00     -7.1512e-01               0
     -1.1910e+00      9.7231e-01     -7.1189e-01               0
     -1.2885e+00     -1.5415e+00     -7.2756e-01               0
      4.7102e-01      1.1281e+00     -4.6051e-01               1
     -1.0899e+00     -1.3228e+00     -7.9761e-02               0
      4.3652e-01     -3.7152e-01     -2.9257e-01               1
      1.8954e+00     -9.1238e-01     -5.0816e-01               0
      1.0280e+00      6.7698e-01     -7.1519e-01               0
     -3.2251e-01      1.3404e+00     -6.8150e-01               0
      4.3652e-01      2.7390e-01      2.6685e+00               1
      1.1122e-01     -1.4515e+00     -4.8644e-01               1
      4.0202e-01      8.8647e-01     -3.2534e-01               1
      2.9851e-01      1.0317e+00      1.0748e+00               1
     -1.4201e+00     -7.0501e-01     -5.7252e-01               0
      1.8515e-01      1.0260e+00     -1.0131e-02               1
     -1.1629e+00      9.0342e-01     -6.7031e-01               0
      2.8373e-01      1.2885e+00     -5.4145e-01               0
     -1.2205e+00     -1.0127e+00     -7.1894e-01               0
      3.9709e-01      6.9709e-02     -7.2727e-01               0
      3.2316e-01     -4.4889e-01     -1.5200e-01               0
      4.2173e-01      1.1497e+00      7.1663e-01               1
      3.7738e-01      1.5075e+00     -6.7114e-01               1
      4.5624e-01      7.9954e-02      2.4291e+00               1
      1.1068e+00      6.7274e-01     -6.1848e-01               0
      1.5110e+00      6.8016e-01     -6.8950e-01               0
     -1.2521e+00     -1.0078e+00     -7.2424e-01               0
     -6.1824e-01      1.0207e+00     -6.7649e-01               0
      2.7887e-03      1.3270e+00     -6.2866e-01               0
      3.4780e-01      1.4362e+00     -1.9770e-01               1
      9.9840e-01     -6.1139e-01     -5.7627e-01               0
      1.8560e+00     -9.4912e-01     -4.8131e-01               0
     -1.2264e+00     -3.1359e-01     -4.4145e-01               0
     -1.3911e+00     -1.4159e+00     -6.6204e-01               0
     -1.4004e+00      4.8515e-01     -4.9001e-01               0
     -1.2186e+00     -1.1819e+00     -7.2339e-01               0
      5.5974e-01     -1.1056e+00     -3.0554e-01               0
     -1.1471e+00     -7.5200e-01     -6.6235e-01               0
     -1.0988e+00     -1.2190e+00     -5.9011e-01               0
      2.1912e+00      8.1723e-01     -3.7852e-01               0
      3.1330e-01     -1.0865e+00      1.3522e-01               1
      1.8511e+00      1.0801e+00     -6.4107e-01               0
      4.1188e-01      1.6471e+00      1.0513e+00               1
     -5.8373e-01     -6.1001e-02     -7.1351e-01               0
      4.4145e-01     -7.2126e-01      2.7342e+00               1
      3.5273e-01      5.6111e-01     -2.4927e-02               1
      3.5766e-01      1.1924e+00     -5.1134e-01               1
      3.2316e-01      1.5605e+00     -5.2056e-01               0
     -1.3354e+00     -6.4919e-01     -7.3132e-01               0
      5.3017e-01     -1.2734e+00     -7.4103e-02               1
      4.7102e-01      8.9777e-01     -6.5190e-01               0
     -1.3423e+00      3.8730e-01     -7.2773e-01               0
      3.4780e-01      7.9709e-01     -6.6213e-01               1
     -1.3147e+00      7.7766e-01     -6.8833e-01               0
      2.3193e+00     -1.6612e+00     -6.4307e-01               0
      4.9567e-01      4.4135e-01      2.7833e+00               1
     -1.7129e+00      1.1334e+00     -5.8493e-01               0
      2.4923e-01      6.3529e-01      1.0389e-01               1
     -1.0263e+00      7.7128e-02     -7.3131e-01               0
      3.3794e-01     -9.6078e-01     -6.3663e-01               1
      1.7530e-01      7.6212e-01     -5.0498e-01               1
     -1.0835e+00     -3.4468e-01     -6.8754e-01               0
     -1.2644e+00     -1.4466e+00     -7.0193e-01               0
      3.6259e-01      3.4950e-01      2.8665e+00               1
      1.5899e+00      6.5366e-01     -6.7257e-01               0
      2.1965e-01      1.6276e+00     -4.2335e-02               1
     -1.3304e+00     -1.3612e+00     -7.1333e-01               0
     -1.2866e+00      1.3054e+00     -7.2660e-01               0
     -1.3452e+00     -1.5535e+00     -7.2566e-01               0
     -1.2733e+00     -1.0933e+00     -4.2691e-01               0
      3.7738e-01     -2.5035e-01     -5.7588e-01               1
     -1.4241e+00     -7.0218e-01     -7.1314e-01               0
      3.2809e-01      6.1516e-01      1.4175e-01               1
      1.3730e+00      1.1952e-01     -6.6535e-01               0
      4.1681e-01      1.2072e+00      1.2689e+00               1
      3.7245e-01     -1.0830e+00     -6.4668e-01               0
      3.4287e-01      1.5118e+00      3.2801e-01               1
     -1.2373e+00      1.6976e+00      1.1958e+00               1
      4.1188e-01     -2.2810e-01     -5.1573e-01               0
      2.3735e+00     -1.7899e-01     -2.6559e-01               0
     -9.6374e-01     -6.3082e-01     -7.1304e-01               0
     -1.6148e+00     -1.6074e+00     -7.0754e-01               0
      3.1823e-01      3.8836e-01     -1.2742e-02               1
     -1.7326e+00      1.0306e+00      1.1053e+00               1
      4.4145e-01      1.3824e-01      1.5219e-01               1
     -1.2930e+00     -1.1137e+00     -6.4363e-01               0
      4.1681e-01      1.6721e+00     -7.2549e-01               0
      2.0487e-01      3.2583e-01      9.1703e-02               1
      3.5273e-01      1.0613e+00     -4.3065e-01               1
      4.8088e-01      1.5096e-01     -1.8595e-01               1
     -9.3811e-01     -7.2055e-01     -7.0599e-01               0
     -1.0746e+00      6.4448e-01     -7.1244e-01               0
      1.3089e+00     -1.4827e+00     -6.8576e-01               0
      3.4287e-01      1.4298e+00      1.9987e+00               1
      3.2316e-01      2.5553e-01     -1.0457e-01               1
     -2.2812e+00      3.6963e-01      6.4831e-01               1
      9.9347e-01      1.1606e+00     -7.0261e-01               0
     -1.7479e+00     -1.5460e+00     -2.4426e-01               0
      3.1330e-01     -1.5002e-01     -4.8644e-01               0
     -1.3531e+00     -1.6708e+00     -6.9147e-01               0
      4.4638e-01      1.5142e+00      2.0833e-01               1
      4.2173e-01      1.6124e+00     -4.9637e-01               0
      2.7887e-03      8.1720e-02      2.4249e-02               0
      3.6752e-01      5.1447e-01      1.8788e-01               1
      9.2940e-01     -1.3694e+00     -6.6948e-01               0
      3.5273e-01      1.4107e-01      2.4522e+00               1
      3.3794e-01      9.2285e-01      1.7937e+00               1
      3.6752e-01     -3.8919e-01     -4.2130e-01               1
      1.7530e-01     -3.1253e-01     -2.6863e-01               1
     -9.3417e-01      6.7769e-01      2.4445e-01               1
     -1.1535e+00      6.2505e-01     -6.9311e-01               0
      5.7453e-01      3.2300e-01     -6.7523e-01               0
     -4.3587e-01      7.6247e-01     -3.1020e-02               1
      6.4846e-01     -1.1996e+00     -5.6334e-01               1
     -5.9359e-01      1.0285e+00     -7.3023e-01               1
